model_id,rank,ensemble_weight,type,cost,duration,config_id,train_loss,seed,start_time,end_time,budget,status,data_preprocessors,feature_preprocessors,balancing_strategy,config_origin
520,1,0.1,gradient_boosting,0.3413152251608291,9.61741018295288,519,0.23360938578329893,0,1674384794.2895987,1674384803.9617817,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
400,2,0.16,gradient_boosting,0.342579250720461,38.57053017616272,399,0.2263625282953161,0,1674384217.2999322,1674384255.9559138,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
433,3,0.06,gradient_boosting,0.34400287718036326,10.08299732208252,432,0.20502668273368907,0,1674384381.727211,1674384391.8695266,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
440,4,0.06,gradient_boosting,0.3442741208295762,28.818888425827026,439,0.21075769330230143,0,1674384416.374565,1674384445.3014429,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
1092,5,0.04,gradient_boosting,0.3449640287769784,37.737184047698975,1091,0.2815771109560363,0,1674388307.1664944,1674388344.917513,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
1621,6,0.02,gradient_boosting,0.34504391468005025,8.724483489990234,1620,0.20903857719735364,0,1674392442.7568855,1674392451.5546453,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
2229,7,0.06,gradient_boosting,0.3452084075525472,32.75946807861328,2228,0.2900869565217391,0,1674397968.5869765,1674398001.3798916,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
1737,8,0.04,gradient_boosting,0.3454740224959828,44.33263158798218,1736,0.2755644669165723,0,1674393431.7900398,1674393476.167561,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
655,9,0.02,gradient_boosting,0.345565749235474,11.052992343902588,654,0.2198238646175099,0,1674385500.0378284,1674385511.3325856,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
424,10,0.02,gradient_boosting,0.34584450402144784,39.602455377578735,423,0.21913179100597857,0,1674384325.9470778,1674384365.6326625,0.0,StatusType.SUCCESS,[],['polynomial'],weighting,Local Search
1558,11,0.02,gradient_boosting,0.3458512160228898,40.1185348033905,1557,0.2779953014878621,0,1674391944.0166492,1674391984.1866944,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
686,12,0.04,gradient_boosting,0.34618883027105696,39.563905000686646,685,0.18377911993097507,0,1674385689.7245388,1674385729.3311715,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
2464,13,0.02,gradient_boosting,0.346236559139785,36.43211102485657,2463,0.2360366591734394,0,1674400255.0483763,1674400291.5322573,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
250,14,0.02,gradient_boosting,0.34625044851094355,37.26856541633606,249,0.21058127392969028,0,1674383479.2962155,1674383516.6439948,0.0,StatusType.SUCCESS,[],['polynomial'],weighting,Local Search
793,15,0.02,gradient_boosting,0.34635370005375377,11.166895627975464,792,0.2656372677309604,0,1674386327.4494321,1674386338.7161138,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
527,16,0.02,gradient_boosting,0.34692417739628045,9.238676071166992,526,0.21879310344827585,0,1674384831.7087605,1674384841.0757337,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
933,17,0.02,gradient_boosting,0.3469680660208109,14.12971019744873,932,0.22488120950323975,0,1674387236.9527855,1674387251.1432786,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
276,18,0.04,gradient_boosting,0.3474868444928326,40.17664098739624,275,0.15299982809008084,0,1674383586.7742434,1674383627.0161662,0.0,StatusType.SUCCESS,[],['polynomial'],weighting,Local Search
2428,19,0.04,gradient_boosting,0.3475022706630335,37.093886852264404,2427,0.2295367467781262,0,1674399906.762846,1674399943.9761147,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
599,20,0.04,gradient_boosting,0.3475380483437779,48.60311508178711,598,0.22362355397060096,0,1674385188.0469556,1674385236.7378914,0.0,StatusType.SUCCESS,[],['polynomial'],weighting,Local Search
2474,21,0.08,gradient_boosting,0.34771754636233954,37.18305444717407,2473,0.284772806104752,0,1674400370.146677,1674400407.3891225,0.0,StatusType.SUCCESS,[],['fast_ica'],weighting,Local Search
215,22,0.04,gradient_boosting,0.3477868112014453,39.269084453582764,214,0.17208099956915124,0,1674383338.269194,1674383377.6128404,0.0,StatusType.SUCCESS,[],['polynomial'],weighting,Local Search
129,23,0.02,gradient_boosting,0.34782608695652173,31.39637517929077,128,0.19273864327282197,0,1674382906.6879299,1674382938.161444,0.0,StatusType.SUCCESS,[],['polynomial'],weighting,Local Search
